blend_schedule,max_depth,learning_rate,n_estimators,log_loss,auc,accuracy,bucket_1_5_games,bucket_1_5_log_loss,bucket_1_5_accuracy,bucket_6_10_games,bucket_6_10_log_loss,bucket_6_10_accuracy,bucket_11_20_games,bucket_11_20_log_loss,bucket_11_20_accuracy,bucket_21plus_games,bucket_21plus_log_loss,bucket_21plus_accuracy
exp_4,3,0.025,635,0.5307457060854477,0.8057395864326212,0.7222056335224445,1374,0.44013043660307594,0.7809315866084425,1487,0.5343698437999133,0.7088096839273705,3047,0.525947213886686,0.732523793895635,4139,0.5630572048090512,0.6999275187243296
linear_5,3,0.025,606,0.5310898838436436,0.8051919586251914,0.7202149895491191,1374,0.441391468835291,0.7794759825327511,1487,0.5328471110324108,0.7182246133154001,3047,0.5256945213738853,0.7256317689530686,4139,0.5642071331398828,0.6972698719497463
linear_10,3,0.025,703,0.5315229283987529,0.8044708961915793,0.7212103115357819,1374,0.4415310548113839,0.7758369723435226,1487,0.5384099580333709,0.7135171486213854,3047,0.5260122277905833,0.727600918936659,4139,0.5629795425556655,0.7011355399855037
linear_8,3,0.025,615,0.5323217043030436,0.8040534880075099,0.7206131183437842,1374,0.44265840038034354,0.7671033478893741,1487,0.5371051783076041,0.7141896435776731,3047,0.5280159135644883,0.727600918936659,4139,0.5635379638163046,0.702343561246678
